"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
1001,39.1,39.1,60.9,"Doppleschwand LU","Doppleschwand hat mit 82,3 Prozent Ja gesagt zur Volksinitiative ""Gegen Fan-Gewalt"". Den Gegenvorschlag des Regierungsrats lehnte eine Mehrheit von 60,9 Prozent ab.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Doppleschwand_COA.svg/960px-CHE_Doppleschwand_COA.svg.png"
1002,41,41,59,"Entlebuch LU","Entlebuch hat sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (66,7 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (59 Prozent Nein) abgelehnt.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Entlebuch_COA.svg/960px-CHE_Entlebuch_COA.svg.png"
1004,53.2,53.2,46.8,"Flühli LU","60,3 Prozent der Stimmbürgerinnen und Stimmbürger von Flühli haben sich für die Volksinitiative ""Gegen Fan-Gewalt"" und 53,2 Prozent für den Gegenvorschlag des Regierungsrats ausgesprochen. Bei der Stichfrage gaben 82,7 Prozent dem Gegenvorschlag den Vorrang.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Fluehli_COA.svg/960px-CHE_Fluehli_COA.svg.png"
1005,34.8,34.8,65.2,"Hasle LU","Sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (51,8 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (65,2 Prozent Nein) sind in Hasle LU durchgefallen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Hasle_LU_COA.svg/960px-CHE_Hasle_LU_COA.svg.png"
1007,47.3,47.3,52.7,"Romoos LU","Romoos hat mit 63,3 Prozent Ja gesagt zur Volksinitiative ""Gegen Fan-Gewalt"". Den Gegenvorschlag des Regierungsrats lehnte eine Mehrheit von 52,7 Prozent ab.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Romoos_COA.svg/960px-CHE_Romoos_COA.svg.png"
1008,15.7,15.7,84.3,"Schüpfheim LU","Sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (52,8 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (84,3 Prozent Nein) sind in Schüpfheim durchgefallen.","https://upload.wikimedia.org/wikipedia/commons/7/75/CHE_Schuepfheim_COA.png"
1009,77.8,77.8,22.2,"Werthenstein LU","Die Volksinitiative ""Gegen Fan-Gewalt"" ist in Werthenstein mit 73,8 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag des Regierungsrats überzeugte einen Mehrheit von 77,8 Prozent. Bei der Stichfrage bevorzugten 79,1 Prozent den Gegenvorschlag.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Werthenstein_COA.svg/960px-CHE_Werthenstein_COA.svg.png"
1010,41,41,59,"Escholzmatt-Marbach LU","Sowohl die Volksinitiative ""Gegen Fan-Gewalt"" (80,7 Prozent Nein) als auch den Gegenvorschlag des Kantons- und Regierungsrats (59 Prozent Nein) sind in Escholzmatt-Marbach durchgefallen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Escholzmatt-Marbach_COA.svg/960px-CHE_Escholzmatt-Marbach_COA.svg.png"
1021,50.6,50.6,49.4,"Aesch LU","Die Volksinitiative ""Gegen Fan-Gewalt"" ist in Aesch LU mit 74,2 Prozent der Stimmen angenommen worden. Aber auch der Gegenvorschlag des Regierungsrats überzeugte einen Mehrheit von 50,6 Prozent. Bei der Stichfrage bevorzugten 52,8 Prozent den Gegenvorschlag.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Aesch_LU_COA.svg/960px-CHE_Aesch_LU_COA.svg.png"
1023,94.5,94.5,5.5,"Ballwil LU","Ballwil hat sich mit 80,5 Prozent gegen die Volksinitiative ""Gegen Fan-Gewalt"" ausgesprochen. Der Gegenvorschlag des Kantons- und Regierungsrates hingegen wurde mit 94,5 Prozent angenommen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Ballwil_COA.svg/960px-CHE_Ballwil_COA.svg.png"
